ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12581994,JF100162,01/01/2022 02:57:00 AM,070XX N RIDGE BLVD,0650,BURGLARY,HOME INVASION,APARTMENT,false,true,2424,024,49,1,05,1161252,1946684,2022,10/11/2022 04:45:59 PM,42.00938722,-87.682048141,"(42.00938722, -87.682048141)"
12581892,JF100153,01/01/2022 02:58:00 AM,039XX W OGDEN AVE,0860,THEFT,RETAIL THEFT,GAS STATION,false,false,1013,010,22,29,06,1150286,1889027,2022,10/11/2022 04:45:59 PM,41.851393305,-87.723903515,"(41.851393305, -87.723903515)"
12582018,JF100177,01/01/2022 02:59:00 AM,005XX N COLUMBUS DR,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,1834,018,42,8,15,1178411,1903796,2022,10/11/2022 04:45:59 PM,41.89132617,-87.62022844,"(41.89132617, -87.62022844)"
12587782,JF100180,01/01/2022 03:00:00 AM,069XX S VERNON AVE,0460,BATTERY,SIMPLE,APARTMENT,false,true,0322,003,6,69,08B,1180446,1859127,2022,10/11/2022 04:45:59 PM,41.76870453,-87.614128347,"(41.76870453, -87.614128347)"
12665298,JF200481,01/01/2022 03:00:00 AM,042XX W 55TH ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,false,true,0813,008,13,62,02,,,2022,04/09/2022 04:50:18 PM,,,
12581928,JF100168,01/01/2022 03:00:00 AM,009XX E 104TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0512,005,9,50,08B,1184238,1836191,2022,10/11/2022 04:45:59 PM,41.705677782,-87.600944364,"(41.705677782, -87.600944364)"
12582004,JF100196,01/01/2022 03:00:00 AM,030XX N KEATING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2521,025,31,19,08B,1144191,1919793,2022,10/11/2022 04:45:59 PM,41.935935261,-87.745500234,"(41.935935261, -87.745500234)"
12582065,JF100352,01/01/2022 03:00:00 AM,029XX W MONROE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,1124,011,27,27,14,1156925,1899549,2022,10/11/2022 04:45:59 PM,41.880134892,-87.699251449,"(41.880134892, -87.699251449)"
12582709,JF101050,01/01/2022 03:00:00 AM,004XX S CLARK ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0122,001,4,32,06,1175595,1898332,2022,10/11/2022 04:45:59 PM,41.876396396,-87.630734438,"(41.876396396, -87.630734438)"
12582958,JF101322,01/01/2022 03:00:00 AM,015XX S STATE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0131,001,3,33,07,1176584,1892788,2022,10/11/2022 04:45:59 PM,41.861161041,-87.627270627,"(41.861161041, -87.627270627)"
12583625,JF102207,01/01/2022 03:00:00 AM,010XX E 130TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0533,005,9,54,07,1185547,1819411,2022,10/11/2022 04:45:59 PM,41.65960058,-87.596676366,"(41.65960058, -87.596676366)"
12583850,JF102529,01/01/2022 03:00:00 AM,006XX W DIVISION ST,0460,BATTERY,SIMPLE,APARTMENT,false,false,1822,018,27,8,08B,1171881,1908252,2022,10/11/2022 04:45:59 PM,41.903700111,-87.644078325,"(41.903700111, -87.644078325)"
12582266,JF100509,01/01/2022 03:00:00 AM,081XX S SPAULDING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0834,008,18,70,14,1155798,1850488,2022,10/11/2022 04:45:59 PM,41.745527796,-87.704707461,"(41.745527796, -87.704707461)"
12582625,JF100907,01/01/2022 03:00:00 AM,0000X E MONROE ST,0880,THEFT,PURSE-SNATCHING,STREET,false,false,0112,001,42,32,06,1176591,1899936,2022,10/11/2022 04:45:59 PM,41.880775433,-87.627029031,"(41.880775433, -87.627029031)"
12588881,JF108643,01/01/2022 03:00:00 AM,023XX W JACKSON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,1225,012,27,28,14,1160787,1898641,2022,10/11/2022 04:45:59 PM,41.877564084,-87.685095802,"(41.877564084, -87.685095802)"
12583453,JF101955,01/01/2022 03:00:00 AM,075XX S CHAMPLAIN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,0624,006,6,69,26,1181870,1855152,2022,10/11/2022 04:45:59 PM,41.75776393,-87.609031409,"(41.75776393, -87.609031409)"
12582134,JF100475,01/01/2022 03:00:00 AM,030XX N KEATING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2521,025,31,19,08B,1144191,1919793,2022,10/11/2022 04:45:59 PM,41.935935261,-87.745500234,"(41.935935261, -87.745500234)"
12582267,JF100522,01/01/2022 03:00:00 AM,081XX S STONY ISLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,false,true,0411,004,8,45,08B,1188219,1851425,2022,10/11/2022 04:45:59 PM,41.747387654,-87.585882075,"(41.747387654, -87.585882075)"
12581980,JF100164,01/01/2022 03:10:00 AM,052XX W MONTROSE AVE,0460,BATTERY,SIMPLE,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",false,false,1623,016,38,15,08B,1140729,1928755,2022,10/11/2022 04:45:59 PM,41.960592271,-87.758002452,"(41.960592271, -87.758002452)"
12582074,JF100273,01/01/2022 03:10:00 AM,043XX S KEDZIE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,false,false,0922,009,15,58,04B,1155753,1875419,2022,10/11/2022 04:45:59 PM,41.81394306,-87.704203999,"(41.81394306, -87.704203999)"
12583080,JF100997,01/01/2022 03:11:00 AM,035XX N SHEFFIELD AVE,0810,THEFT,OVER $500,VEHICLE - COMMERCIAL,false,false,1924,019,44,6,06,1168980,1923627,2022,10/11/2022 04:45:59 PM,41.945953368,-87.65428707,"(41.945953368, -87.65428707)"
12582014,JF100188,01/01/2022 03:12:00 AM,003XX W CHICAGO AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,GAS STATION,false,false,1823,018,27,8,03,1173639,1905658,2022,10/25/2022 04:46:49 PM,41.896543094,-87.637698101,"(41.896543094, -87.637698101)"
12582579,JF100181,01/01/2022 03:15:00 AM,026XX W 12TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1023,010,28,29,08B,1158794,1894289,2022,10/11/2022 04:45:59 PM,41.865662843,-87.692532873,"(41.865662843, -87.692532873)"
12581964,JF100174,01/01/2022 03:17:00 AM,040XX E 134TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0433,004,10,55,08B,1204544,1816604,2022,10/11/2022 04:45:59 PM,41.651431329,-87.527258234,"(41.651431329, -87.527258234)"
12582583,JF100661,01/01/2022 03:19:00 AM,008XX S BELL AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,false,false,1225,012,28,28,15,1161516,1896247,2022,10/11/2022 04:45:59 PM,41.87097959,-87.68248576,"(41.87097959, -87.68248576)"
12582048,JF100276,01/01/2022 03:20:00 AM,001XX S STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,true,true,0112,001,42,32,08B,1176401,1899781,2022,10/11/2022 04:45:59 PM,41.880354393,-87.627731367,"(41.880354393, -87.627731367)"
12581961,JF100170,01/01/2022 03:21:00 AM,032XX S ASHLAND AVE,0460,BATTERY,SIMPLE,APARTMENT,true,false,0912,009,12,59,08B,1166196,1883206,2022,10/11/2022 04:45:59 PM,41.835095227,-87.665676113,"(41.835095227, -87.665676113)"
12581938,JF100183,01/01/2022 03:26:00 AM,018XX W HARRISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,true,true,1231,012,27,28,08B,1164057,1897402,2022,10/11/2022 04:45:59 PM,41.874095762,-87.673124235,"(41.874095762, -87.673124235)"
12581952,JF100167,01/01/2022 03:26:00 AM,007XX N HUDSON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1831,018,42,8,08B,1173004,1905430,2022,10/11/2022 04:45:59 PM,41.895931553,-87.640037089,"(41.895931553, -87.640037089)"
12581931,JF100178,01/01/2022 03:30:00 AM,039XX W DIVISION ST,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,2535,025,37,23,08B,1149691,1907712,2022,10/11/2022 04:45:59 PM,41.902678618,-87.725601735,"(41.902678618, -87.725601735)"
12581950,JF100206,01/01/2022 03:30:00 AM,055XX W GLADYS AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,true,true,1522,015,29,25,26,1139549,1897793,2022,10/11/2022 04:45:59 PM,41.875650758,-87.763097681,"(41.875650758, -87.763097681)"
12582568,JF100227,01/01/2022 03:32:00 AM,021XX S PRAIRIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,false,true,0132,001,3,33,08B,1178400,1890131,2022,10/11/2022 04:45:59 PM,41.853828887,-87.620685495,"(41.853828887, -87.620685495)"
12581965,JF100246,01/01/2022 03:34:00 AM,028XX E 93RD ST,5011,OTHER OFFENSE,LICENSE VIOLATION,ABANDONED BUILDING,false,false,0423,004,10,48,26,1196850,1843846,2022,10/11/2022 04:45:59 PM,41.726380176,-87.554507562,"(41.726380176, -87.554507562)"
12581976,JF100189,01/01/2022 03:35:00 AM,057XX S HOYNE AVE,0460,BATTERY,SIMPLE,STREET,false,false,0715,007,15,67,08B,1163344,1866511,2022,10/11/2022 04:45:59 PM,41.789342537,-87.676609097,"(41.789342537, -87.676609097)"
12581933,JF100199,01/01/2022 03:39:00 AM,009XX E 81ST ST,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,true,false,0631,006,8,44,04A,1183736,1851485,2022,10/11/2022 04:45:59 PM,41.747657989,-87.602307009,"(41.747657989, -87.602307009)"
12582056,JF100263,01/01/2022 03:39:00 AM,057XX S HOYNE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0715,007,15,67,14,1163344,1866511,2022,10/11/2022 04:45:59 PM,41.789342537,-87.676609097,"(41.789342537, -87.676609097)"
12582959,JF101452,01/01/2022 03:40:00 AM,045XX S MICHIGAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0215,002,3,38,14,1177917,1874993,2022,10/11/2022 04:45:59 PM,41.812300038,-87.622917767,"(41.812300038, -87.622917767)"
12587531,JF106894,01/01/2022 03:40:00 AM,057XX S HOYNE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0715,007,15,67,14,1163344,1866511,2022,10/11/2022 04:45:59 PM,41.789342537,-87.676609097,"(41.789342537, -87.676609097)"
12581971,JF100203,01/01/2022 03:40:00 AM,034XX W FULTON BLVD,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,false,false,1123,011,28,27,04B,1153423,1901785,2022,10/11/2022 04:45:59 PM,41.886340986,-87.712051008,"(41.886340986, -87.712051008)"
12594943,JF115297,01/01/2022 03:40:00 AM,018XX S Prairie Ave,1310,CRIMINAL DAMAGE,TO PROPERTY,VACANT LOT / LAND,false,false,0132,001,3,33,14,1178372,1891379,2022,10/11/2022 04:45:59 PM,41.857254118,-87.62075025,"(41.857254118, -87.62075025)"
12582076,JF100243,01/01/2022 03:40:00 AM,053XX W POTOMAC AVE,0325,ROBBERY,VEHICULAR HIJACKING,STREET,false,false,2532,025,37,25,03,1140510,1908138,2022,10/11/2022 04:45:59 PM,41.904021139,-87.759315103,"(41.904021139, -87.759315103)"
12582023,JF100223,01/01/2022 03:50:00 AM,132XX S ESCANABA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0433,004,10,55,14,1197441,1817885,2022,10/11/2022 04:45:59 PM,41.655125865,-87.553203961,"(41.655125865, -87.553203961)"
12614794,JF140119,01/01/2022 03:54:00 AM,0000X W HURON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),false,false,1832,018,42,8,11,,,2022,02/11/2022 03:47:57 PM,,,
12582035,JF100193,01/01/2022 03:56:00 AM,016XX W CERMAK RD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,GAS STATION,true,false,1234,012,25,31,15,1165801,1889477,2022,10/11/2022 04:45:59 PM,41.852311877,-87.666946945,"(41.852311877, -87.666946945)"
12583120,JF100217,01/01/2022 03:58:00 AM,090XX S ASHLAND AVE,1020,ARSON,BY FIRE,AUTO / BOAT / RV DEALERSHIP,false,false,2221,022,21,73,09,1167254,1844859,2022,10/11/2022 04:45:59 PM,41.729843669,-87.662891098,"(41.729843669, -87.662891098)"
12582051,JF100250,01/01/2022 04:00:00 AM,009XX N STATE ST,0810,THEFT,OVER $500,STREET,false,false,1832,018,2,8,06,1176197,1906710,2022,10/11/2022 04:45:59 PM,41.899372536,-87.628271368,"(41.899372536, -87.628271368)"
12584072,JF102670,01/01/2022 04:00:00 AM,045XX W AGATITE AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1722,017,39,16,08A,1145193,1929064,2022,10/25/2022 04:46:49 PM,41.961356774,-87.741582522,"(41.961356774, -87.741582522)"
12582181,JF100486,01/01/2022 04:00:00 AM,016XX E 67TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,0332,003,5,43,14,1188468,1860889,2022,10/11/2022 04:45:59 PM,41.773351769,-87.584667872,"(41.773351769, -87.584667872)"
12582036,JF100208,01/01/2022 04:00:00 AM,063XX S COTTAGE GROVE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,0312,003,20,42,15,1182650,1863246,2022,10/11/2022 04:45:59 PM,41.7799566,-87.605921959,"(41.7799566, -87.605921959)"
12582145,JF100382,01/01/2022 04:00:00 AM,051XX S LAKE PARK AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,false,false,0234,002,4,41,03,1187537,1871358,2022,10/11/2022 04:45:59 PM,41.802101704,-87.587747851,"(41.802101704, -87.587747851)"
12582135,JF100294,01/01/2022 04:00:00 AM,030XX W CHICAGO AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,false,false,1211,012,27,23,04B,1155872,1905172,2022,10/11/2022 04:45:59 PM,41.895586226,-87.702966282,"(41.895586226, -87.702966282)"
12582297,JF100544,01/01/2022 04:00:00 AM,014XX S STATE ST,031A,ROBBERY,ARMED - HANDGUN,STREET,false,false,0131,001,3,33,03,1176560,1893692,2022,10/11/2022 04:45:59 PM,41.863642218,-87.627331436,"(41.863642218, -87.627331436)"
12583795,JF102436,01/01/2022 04:00:00 AM,052XX S WESTERN AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,0923,009,15,63,08B,1161258,1869957,2022,10/11/2022 04:45:59 PM,41.798842281,-87.684162411,"(41.798842281, -87.684162411)"
12583237,JF100238,01/01/2022 04:00:00 AM,003XX N CENTRAL PARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1123,011,28,27,08B,1152330,1901857,2022,10/11/2022 04:45:59 PM,41.886560206,-87.716062887,"(41.886560206, -87.716062887)"
12582234,JF100245,01/01/2022 04:00:00 AM,015XX S KEELER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1012,010,24,29,08B,1148635,1892193,2022,10/11/2022 04:45:59 PM,41.860113198,-87.729881467,"(41.860113198, -87.729881467)"
12588287,JF102569,01/01/2022 04:00:00 AM,023XX S HOMAN AVE,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,APARTMENT,false,false,1024,010,22,30,17,1154067,1888213,2022,10/11/2022 04:45:59 PM,41.84908512,-87.710047944,"(41.84908512, -87.710047944)"
12585062,JF103908,01/01/2022 04:00:00 AM,068XX S HERMITAGE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0725,007,17,67,06,1165861,1859287,2022,10/11/2022 04:45:59 PM,41.769465823,-87.667585115,"(41.769465823, -87.667585115)"
12582470,JF100737,01/01/2022 04:00:00 AM,115XX S THROOP ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0524,005,34,53,08B,1169731,1828342,2022,10/11/2022 04:45:59 PM,41.684465151,-87.654294243,"(41.684465151, -87.654294243)"
12583646,JF102233,01/01/2022 04:00:00 AM,057XX S LAKE SHORE DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0331,003,5,41,07,1189729,1867390,2022,10/11/2022 04:45:59 PM,41.791160785,-87.579836586,"(41.791160785, -87.579836586)"
12582648,JF100202,01/01/2022 04:00:00 AM,080XX S CARPENTER ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,false,true,0612,006,21,71,04B,1170713,1851454,2022,10/11/2022 04:45:59 PM,41.747866627,-87.650027954,"(41.747866627, -87.650027954)"
12583899,JF101810,01/01/2022 04:00:00 AM,002XX W ONTARIO ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1831,018,42,8,06,1174477,1904439,2022,10/11/2022 04:45:59 PM,41.893179406,-87.634656764,"(41.893179406, -87.634656764)"
12582562,JF100862,01/01/2022 04:06:00 AM,028XX S WALLACE ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,false,false,0914,009,11,60,15,1172755,1886109,2022,10/11/2022 04:45:59 PM,41.842918888,-87.6415235,"(41.842918888, -87.6415235)"
12581967,JF100209,01/01/2022 04:08:00 AM,048XX S WOOD ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,0931,009,15,61,03,1165165,1872570,2022,10/11/2022 04:45:59 PM,41.805930802,-87.669760557,"(41.805930802, -87.669760557)"
12581935,JF100219,01/01/2022 04:11:00 AM,020XX W GARFIELD BLVD,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,false,false,0715,007,15,67,04A,1163527,1868039,2022,10/11/2022 04:45:59 PM,41.793531726,-87.675895247,"(41.793531726, -87.675895247)"
12585193,JF104123,01/01/2022 04:11:00 AM,071XX S CHAMPLAIN AVE,4386,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,APARTMENT,false,true,0323,003,6,69,26,1181798,1857865,2022,10/11/2022 04:45:59 PM,41.765210345,-87.60921158,"(41.765210345, -87.60921158)"
12581937,JF100218,01/01/2022 04:14:00 AM,014XX N TALMAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1423,014,1,24,08B,1158483,1909510,2022,10/11/2022 04:45:59 PM,41.907437021,-87.693257785,"(41.907437021, -87.693257785)"
12581940,JF100212,01/01/2022 04:15:00 AM,020XX W GARFIELD BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0715,007,15,67,08B,1163502,1868039,2022,10/11/2022 04:45:59 PM,41.79353225,-87.675986921,"(41.79353225, -87.675986921)"
12581918,JF100225,01/01/2022 04:18:00 AM,027XX N MANGO AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,false,false,2514,025,30,19,05,1137579,1917635,2022,10/11/2022 04:45:59 PM,41.930135315,-87.769852363,"(41.930135315, -87.769852363)"
12581990,JF100220,01/01/2022 04:22:00 AM,027XX W CRYSTAL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1423,014,26,24,08B,1157880,1908209,2022,10/11/2022 04:45:59 PM,41.903879295,-87.695508415,"(41.903879295, -87.695508415)"
12582000,JF100195,01/01/2022 04:23:00 AM,073XX S PEORIA ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,RESIDENCE,true,true,0733,007,17,68,04B,1171578,1856103,2022,10/11/2022 04:45:59 PM,41.760605188,-87.646722372,"(41.760605188, -87.646722372)"
12581966,JF100216,01/01/2022 04:24:00 AM,049XX S SEELEY AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,SIDEWALK,false,false,0931,009,15,61,03,1163524,1871933,2022,10/11/2022 04:45:59 PM,41.804217406,-87.675797022,"(41.804217406, -87.675797022)"
12582817,JF100775,01/01/2022 04:26:00 AM,012XX W 81ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0613,006,21,71,08B,1169292,1851066,2022,10/11/2022 04:45:59 PM,41.746832751,-87.65524615,"(41.746832751, -87.65524615)"
12581945,JF100214,01/01/2022 04:26:00 AM,083XX S PULASKI RD,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,false,false,0834,008,18,70,04A,1151178,1849151,2022,10/11/2022 04:45:59 PM,41.741950206,-87.721671014,"(41.741950206, -87.721671014)"
12582156,JF100365,01/01/2022 04:26:00 AM,072XX S RHODES AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,false,false,0323,003,6,69,04A,1181160,1857084,2022,10/11/2022 04:45:59 PM,41.763081915,-87.611574041,"(41.763081915, -87.611574041)"
12581987,JF100229,01/01/2022 04:29:00 AM,011XX S KEELER AVE,0460,BATTERY,SIMPLE,STREET,false,false,1132,011,24,29,08B,1148564,1894538,2022,10/11/2022 04:45:59 PM,41.866549532,-87.730081606,"(41.866549532, -87.730081606)"
12585038,JF100455,01/01/2022 04:30:00 AM,063XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0312,003,20,69,08B,1180014,1862880,2022,10/11/2022 04:45:59 PM,41.779013043,-87.615597022,"(41.779013043, -87.615597022)"
12582059,JF100350,01/01/2022 04:30:00 AM,005XX N MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,false,true,1834,018,42,8,08B,1177347,1903741,2022,10/11/2022 04:45:59 PM,41.891199446,-87.624137626,"(41.891199446, -87.624137626)"
12582418,JF100783,01/01/2022 04:30:00 AM,005XX N STATE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1834,018,42,8,07,1176282,1903709,2022,10/11/2022 04:45:59 PM,41.891135724,-87.628049777,"(41.891135724, -87.628049777)"
12602052,JF119813,01/01/2022 04:30:00 AM,050XX S STATE ST,5011,OTHER OFFENSE,LICENSE VIOLATION,BARBERSHOP,false,false,0224,002,3,38,26,1177128,1871567,2022,10/11/2022 04:45:59 PM,41.802916644,-87.625915226,"(41.802916644, -87.625915226)"
12581970,JF100228,01/01/2022 04:34:00 AM,045XX N WINCHESTER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1912,019,47,4,08B,1162603,1929982,2022,10/11/2022 04:45:59 PM,41.963528044,-87.677547934,"(41.963528044, -87.677547934)"
12581968,JF100244,01/01/2022 04:40:00 AM,066XX S OAKLEY AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,false,0832,008,16,66,02,1162216,1860566,2022,10/11/2022 04:45:59 PM,41.773052225,-87.680910521,"(41.773052225, -87.680910521)"
12582570,JF100248,01/01/2022 04:40:00 AM,025XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0133,001,3,33,14,1177152,1887423,2022,10/11/2022 04:45:59 PM,41.846426276,-87.625348016,"(41.846426276, -87.625348016)"
12582655,JF100291,01/01/2022 04:55:00 AM,002XX W VAN BUREN ST,0460,BATTERY,SIMPLE,APARTMENT,false,false,0122,001,25,32,08B,1174617,1898485,2022,10/11/2022 04:45:59 PM,41.87683815,-87.634320718,"(41.87683815, -87.634320718)"
12581962,JF100240,01/01/2022 04:59:00 AM,007XX W 81ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0622,006,21,71,14,1172936,1851165,2022,10/11/2022 04:45:59 PM,41.747024842,-87.641890709,"(41.747024842, -87.641890709)"
12582630,JF100944,01/01/2022 05:00:00 AM,071XX S UNION AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0732,007,6,68,08B,1172983,1857573,2022,10/11/2022 04:45:59 PM,41.764608158,-87.641529674,"(41.764608158, -87.641529674)"
12582166,JF100369,01/01/2022 05:00:00 AM,066XX S PEORIA ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,false,true,0723,007,6,68,04A,1171448,1860898,2022,10/11/2022 04:45:59 PM,41.773766103,-87.647058608,"(41.773766103, -87.647058608)"
12583918,JF101825,01/01/2022 05:00:00 AM,033XX N HALSTED ST,0810,THEFT,OVER $500,APARTMENT,false,false,1925,019,44,6,06,1170327,1922601,2022,10/11/2022 04:45:59 PM,41.943108594,-87.649366085,"(41.943108594, -87.649366085)"
12582653,JF100247,01/01/2022 05:00:00 AM,082XX S RHODES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0631,006,6,44,08B,1181340,1850435,2022,10/11/2022 04:45:59 PM,41.744832196,-87.611118886,"(41.744832196, -87.611118886)"
12640034,JF171222,01/01/2022 05:00:00 AM,050XX N MARINE DR,0820,THEFT,$500 AND UNDER,STREET,false,false,2024,020,48,3,06,1169651,1934119,2022,10/11/2022 04:45:59 PM,41.974729146,-87.651513864,"(41.974729146, -87.651513864)"
26544,JF100233,01/01/2022 05:05:00 AM,050XX S STATE ST,0110,HOMICIDE,FIRST DEGREE MURDER,BARBER SHOP/BEAUTY SALON,true,false,0224,002,3,38,01A,1177128,1871567,2022,09/18/2022 04:45:51 PM,41.802916644,-87.625915226,"(41.802916644, -87.625915226)"
12582085,JF100278,01/01/2022 05:10:00 AM,044XX W FULLERTON AVE,0820,THEFT,$500 AND UNDER,GAS STATION,true,false,2524,025,31,20,06,1146203,1915585,2022,10/11/2022 04:45:59 PM,41.924350021,-87.738213231,"(41.924350021, -87.738213231)"
12582028,JF100288,01/01/2022 05:15:00 AM,039XX W 55TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0822,008,13,62,08B,1151014,1867499,2022,10/11/2022 04:45:59 PM,41.792303315,-87.721793937,"(41.792303315, -87.721793937)"
12587568,JF107085,01/01/2022 05:20:00 AM,036XX N NEW ENGLAND AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1632,016,38,17,06,1129765,1923358,2022,10/11/2022 04:45:59 PM,41.945977231,-87.798436191,"(41.945977231, -87.798436191)"
12582651,JF100916,01/01/2022 05:20:00 AM,012XX W OAKDALE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,false,false,1933,019,32,6,05,1167462,1919718,2022,10/11/2022 04:45:59 PM,41.935259753,-87.659979553,"(41.935259753, -87.659979553)"
12582057,JF100262,01/01/2022 05:22:00 AM,064XX S LOOMIS BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0725,007,16,67,14,1168104,1861971,2022,10/11/2022 04:45:59 PM,41.776783122,-87.659286179,"(41.776783122, -87.659286179)"
12581995,JF100255,01/01/2022 05:22:00 AM,055XX W VAN BUREN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1522,015,29,25,08B,1139738,1897469,2022,10/11/2022 04:45:59 PM,41.874758212,-87.762411646,"(41.874758212, -87.762411646)"
