ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10224738,HY411648,09/05/2015 01:30:00 PM,043XX S WOOD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0924,009,12,61,08B,1165074,1875917,2015,41.815117282,-87.669999562
10224739,HY411615,09/04/2015 11:30:00 AM,008XX N CENTRAL AVE,0870,THEFT,POCKET-PICKING,CTA BUS,false,false,1511,015,29,25,06,1138875,1904869,2015,41.895080471,-87.765400451
10224740,HY411595,09/05/2015 12:45:00 PM,035XX W BARRY AVE,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),SIDEWALK,true,false,1412,014,35,21,18,1152037,1920384,2015,41.937405765,-87.716649687
10224741,HY411610,09/05/2015 01:00:00 PM,0000X N LARAMIE AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,1522,015,28,25,08A,1141706,1900086,2015,41.881903443,-87.755121152
10224742,HY411435,09/05/2015 10:55:00 AM,082XX S LOOMIS BLVD,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0614,006,21,71,05,1168430,1850165,2015,41.744378879,-87.658430635
10224743,HY411629,09/04/2015 06:00:00 PM,021XX W CHURCHILL ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1434,014,32,24,05,1161628,1912157,2015,41.914635603,-87.681630909
10224744,HY411605,09/05/2015 01:00:00 PM,025XX W CERMAK RD,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1034,010,25,31,06,1159734,1889313,2015,41.851988885,-87.689219118
10224745,HY411654,09/05/2015 11:30:00 AM,031XX W WASHINGTON BLVD,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,true,1222,012,27,27,03,1155536,1900515,2015,41.88281374,-87.704325717
10224746,HY411662,09/05/2015 02:00:00 PM,071XX S PULASKI RD,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,0833,008,13,65,06,1150938,1857056,2015,41.763647552,-87.722344693
10224749,HY411626,09/05/2015 11:00:00 AM,052XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,false,false,1623,016,45,11,08B,1137969,1934340,2015,41.975968415,-87.768014257
10224750,HY411632,09/05/2015 03:00:00 AM,0000X W 103RD ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,0512,005,34,49,26,1177871,1836676,2015,41.707154919,-87.624244993
10224751,HY411566,09/05/2015 12:50:00 PM,013XX E 47TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0222,002,4,39,08B,1185907,1874105,2015,41.809678314,-87.593638934
10224752,HY411601,09/03/2015 01:00:00 PM,020XX W SCHILLER ST,0810,THEFT,OVER $500,STREET,false,false,1424,014,1,24,06,1162574,1909428,2015,41.907127255,-87.678232016
10224753,HY411489,09/05/2015 11:45:00 AM,080XX S JUSTINE ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,false,false,0612,006,21,71,04B,1167400,1851512,2015,41.748097343,-87.662166183
10224754,HY411656,09/05/2015 01:30:00 PM,007XX N LEAMINGTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1531,015,28,25,14,1141889,1904448,2015,41.893869916,-87.754341096
10224756,HY410094,07/08/2015 12:00:00 AM,103XX S TORRENCE AVE,0620,BURGLARY,UNLAWFUL ENTRY,OTHER,false,false,0434,004,10,51,05,1195508,1836950,2015,41.707490122,-87.559650325
10224757,HY411388,09/05/2015 09:55:00 AM,088XX S PAULINA ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,true,false,2221,022,21,71,05,1166554,1846067,2015,41.733173536,-87.665421067
10224758,HY411568,09/05/2015 12:35:00 PM,059XX W GRACE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1633,016,38,15,08B,1136014,1924656,2015,41.949429769,-87.775435529
10224759,HY411581,09/04/2015 10:30:00 PM,100XX S AVENUE L,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0432,004,10,52,14,1201814,1839027,2015,41.713031786,-87.536487809
10224761,HY411650,09/02/2015 12:01:00 AM,049XX W WINNEMAC AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,1623,016,45,12,14,1142583,1933126,2015,41.972552295,-87.751076926
10224762,HY411563,09/04/2015 03:00:00 PM,100XX S AVENUE L,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0432,004,10,52,14,1201814,1839027,2015,41.713031786,-87.536487809
10224763,HY411606,09/05/2015 01:45:00 PM,020XX E 71ST ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0331,003,5,43,03,1190856,1858321,2015,41.766247597,-87.575997062
10224764,HY411550,09/03/2015 09:00:00 PM,100XX S AVENUE L,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0432,004,10,52,14,1201814,1839062,2015,41.713127829,-87.536486623
10224765,HY411328,09/05/2015 08:45:00 AM,077XX S SOUTH SHORE DR,0560,ASSAULT,SIMPLE,APARTMENT,false,true,0421,004,7,43,08A,1197240,1854764,2015,41.756330319,-87.552716204
10224766,HY411198,09/05/2015 06:20:00 AM,075XX S PHILLIPS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0421,004,7,43,08B,1193840,1855495,2015,41.758420222,-87.565152335
10224767,HY410417,09/04/2015 04:15:00 PM,079XX S SAGINAW AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0422,004,7,46,03,1195224,1852934,2015,41.75135862,-87.560164545
10224768,HY410651,09/03/2015 08:30:00 PM,078XX S ESCANABA AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,0421,004,7,43,06,1196887,1853400,2015,41.752596188,-87.554055126
10224769,HY411672,09/05/2015 02:30:00 PM,005XX S STATE ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0123,001,2,32,06,1176446,1897964,2015,41.875367424,-87.627620993
10224770,HY411586,09/05/2015 12:40:00 PM,005XX W 61ST PL,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE PORCH/HALLWAY,true,false,0711,007,20,68,04B,1173653,1864134,2015,41.782597483,-87.638879769
